timestamp,namespace,pod,cpu_millicores,mem_bytes
2026-09-16T14:43:10.559231+00:00,pyroscope,pyroscope-0,3.0,24117248
2026-09-16T14:43:10.559231+00:00,pyroscope,pyroscope-alloy-0,6.0,68157440
2026-09-16T14:43:16.795984+00:00,grove-system,grove-operator-646f9c68-pfjvq,13.0,27262976
2026-09-16T14:43:16.795984+00:00,kai-scheduler,admission-86666f457d-sk7lz,7.0,13631488
2026-09-16T14:43:16.795984+00:00,kai-scheduler,binder-869fc94c7-dc7lv,9.0,16777216
2026-09-16T14:43:16.795984+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,29.0,59768832
2026-09-16T14:43:16.795984+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,8.0,25165824
2026-09-16T14:43:16.795984+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:43:16.795984+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,5.0,11534336
2026-09-16T14:43:16.795984+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,6.0,13631488
2026-09-16T14:43:16.795984+00:00,kube-system,coredns-8db54c48d-jsq8b,3.0,20971520
2026-09-16T14:43:16.795984+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,30.0,24117248
2026-09-16T14:43:16.795984+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,13631488
2026-09-16T14:43:16.795984+00:00,kube-system,metrics-server-786d997795-ldd7t,18.0,32505856
2026-09-16T14:43:16.795984+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:43:16.795984+00:00,kube-system,traefik-9bcdbbd9-gmgcc,2.0,30408704
2026-09-16T14:43:16.795984+00:00,pyroscope,pyroscope-0,3.0,24117248
2026-09-16T14:43:16.795984+00:00,pyroscope,pyroscope-alloy-0,6.0,68157440
2026-09-16T14:43:23.035086+00:00,grove-system,grove-operator-646f9c68-pfjvq,13.0,27262976
2026-09-16T14:43:23.035086+00:00,kai-scheduler,admission-86666f457d-sk7lz,7.0,13631488
2026-09-16T14:43:23.035086+00:00,kai-scheduler,binder-869fc94c7-dc7lv,9.0,16777216
2026-09-16T14:43:23.035086+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,29.0,59768832
2026-09-16T14:43:23.035086+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,8.0,25165824
2026-09-16T14:43:23.035086+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:43:23.035086+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,5.0,11534336
2026-09-16T14:43:23.035086+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,6.0,13631488
2026-09-16T14:43:23.035086+00:00,kube-system,coredns-8db54c48d-jsq8b,3.0,20971520
2026-09-16T14:43:23.035086+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,30.0,24117248
2026-09-16T14:43:23.035086+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,13631488
2026-09-16T14:43:23.035086+00:00,kube-system,metrics-server-786d997795-ldd7t,18.0,32505856
2026-09-16T14:43:23.035086+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:43:23.035086+00:00,kube-system,traefik-9bcdbbd9-gmgcc,2.0,30408704
2026-09-16T14:43:23.035086+00:00,pyroscope,pyroscope-0,3.0,24117248
2026-09-16T14:43:23.035086+00:00,pyroscope,pyroscope-alloy-0,6.0,68157440
2026-09-16T14:43:29.279906+00:00,grove-system,grove-operator-646f9c68-pfjvq,7.0,34603008
2026-09-16T14:43:29.279906+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,13631488
2026-09-16T14:43:29.279906+00:00,kai-scheduler,binder-869fc94c7-dc7lv,19.0,27262976
2026-09-16T14:43:29.279906+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,21.0,61865984
2026-09-16T14:43:29.279906+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,23.0,46137344
2026-09-16T14:43:29.279906+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:43:29.279906+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:43:29.279906+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:43:29.279906+00:00,kube-system,coredns-8db54c48d-jsq8b,3.0,20971520
2026-09-16T14:43:29.279906+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,19.0,26214400
2026-09-16T14:43:29.279906+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,13631488
2026-09-16T14:43:29.279906+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,43.0,28311552
2026-09-16T14:43:29.279906+00:00,kube-system,metrics-server-786d997795-ldd7t,18.0,33554432
2026-09-16T14:43:29.279906+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:43:29.279906+00:00,kube-system,traefik-9bcdbbd9-gmgcc,39.0,34603008
2026-09-16T14:43:29.279906+00:00,pyroscope,pyroscope-0,4.0,34603008
2026-09-16T14:43:29.279906+00:00,pyroscope,pyroscope-alloy-0,11.0,76546048
2026-09-16T14:43:35.526540+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:43:35.526540+00:00,kai-scheduler,binder-869fc94c7-dc7lv,9.0,66060288
2026-09-16T14:43:35.526540+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,2.0,59768832
2026-09-16T14:43:35.526540+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,20.0,119537664
2026-09-16T14:43:35.526540+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:43:35.526540+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:43:35.526540+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:43:35.526540+00:00,kube-system,coredns-8db54c48d-jsq8b,9.0,22020096
2026-09-16T14:43:35.526540+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,116.0,29360128
2026-09-16T14:43:35.526540+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,13631488
2026-09-16T14:43:35.526540+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,7.0,39845888
2026-09-16T14:43:35.526540+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:43:35.526540+00:00,kube-system,traefik-9bcdbbd9-gmgcc,12.0,49283072
2026-09-16T14:43:35.526540+00:00,pyroscope,pyroscope-0,6.0,58720256
2026-09-16T14:43:35.526540+00:00,pyroscope,pyroscope-alloy-0,4.0,118489088
2026-09-16T14:44:41.772606+00:00,grove-system,grove-operator-646f9c68-pfjvq,107.0,153092096
2026-09-16T14:44:41.772606+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:44:41.772606+00:00,kai-scheduler,binder-869fc94c7-dc7lv,1.0,66060288
2026-09-16T14:44:41.772606+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,3.0,60817408
2026-09-16T14:44:41.772606+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,20.0,119537664
2026-09-16T14:44:41.772606+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:44:41.772606+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:44:41.772606+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:44:41.772606+00:00,kube-system,coredns-8db54c48d-jsq8b,10.0,23068672
2026-09-16T14:44:41.772606+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,12.0,30408704
2026-09-16T14:44:41.772606+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:44:41.772606+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,6.0,39845888
2026-09-16T14:44:41.772606+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:44:41.772606+00:00,kube-system,traefik-9bcdbbd9-gmgcc,12.0,52428800
2026-09-16T14:44:41.772606+00:00,pyroscope,pyroscope-0,6.0,57671680
2026-09-16T14:44:41.772606+00:00,pyroscope,pyroscope-alloy-0,4.0,118489088
2026-09-16T14:44:48.008199+00:00,grove-system,grove-operator-646f9c68-pfjvq,107.0,153092096
2026-09-16T14:44:48.008199+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:44:48.008199+00:00,kai-scheduler,binder-869fc94c7-dc7lv,1.0,66060288
2026-09-16T14:44:48.008199+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,3.0,60817408
2026-09-16T14:44:48.008199+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,20.0,119537664
2026-09-16T14:44:48.008199+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:44:48.008199+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:44:48.008199+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:44:48.008199+00:00,kube-system,coredns-8db54c48d-jsq8b,10.0,23068672
2026-09-16T14:44:48.008199+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,12.0,30408704
2026-09-16T14:44:48.008199+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:44:48.008199+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,6.0,39845888
2026-09-16T14:44:48.008199+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:44:48.008199+00:00,kube-system,traefik-9bcdbbd9-gmgcc,12.0,52428800
2026-09-16T14:44:48.008199+00:00,pyroscope,pyroscope-0,6.0,57671680
2026-09-16T14:44:48.008199+00:00,pyroscope,pyroscope-alloy-0,4.0,118489088
2026-09-16T14:44:54.242903+00:00,grove-system,grove-operator-646f9c68-pfjvq,107.0,153092096
2026-09-16T14:44:54.242903+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:44:54.242903+00:00,kai-scheduler,binder-869fc94c7-dc7lv,1.0,66060288
2026-09-16T14:44:54.242903+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,3.0,60817408
2026-09-16T14:44:54.242903+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,20.0,119537664
2026-09-16T14:44:54.242903+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:44:54.242903+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:44:54.242903+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:44:54.242903+00:00,kube-system,coredns-8db54c48d-jsq8b,10.0,23068672
2026-09-16T14:44:54.242903+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,12.0,30408704
2026-09-16T14:44:54.242903+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:44:54.242903+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,6.0,39845888
2026-09-16T14:44:54.242903+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:44:54.242903+00:00,kube-system,traefik-9bcdbbd9-gmgcc,12.0,52428800
2026-09-16T14:44:54.242903+00:00,pyroscope,pyroscope-0,6.0,57671680
2026-09-16T14:44:54.242903+00:00,pyroscope,pyroscope-alloy-0,4.0,118489088
2026-09-16T14:45:00.486895+00:00,grove-system,grove-operator-646f9c68-pfjvq,33.0,155189248
2026-09-16T14:45:00.486895+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:45:00.486895+00:00,kai-scheduler,binder-869fc94c7-dc7lv,1.0,67108864
2026-09-16T14:45:00.486895+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,3.0,60817408
2026-09-16T14:45:00.486895+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,16.0,123731968
2026-09-16T14:45:00.486895+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:45:00.486895+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:45:00.486895+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:45:00.486895+00:00,kube-system,coredns-8db54c48d-jsq8b,5.0,26214400
2026-09-16T14:45:00.486895+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,10.0,31457280
2026-09-16T14:45:00.486895+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:45:00.486895+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,6.0,39845888
2026-09-16T14:45:00.486895+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:45:00.486895+00:00,kube-system,traefik-9bcdbbd9-gmgcc,4.0,51380224
2026-09-16T14:45:00.486895+00:00,pyroscope,pyroscope-0,6.0,58720256
2026-09-16T14:45:00.486895+00:00,pyroscope,pyroscope-alloy-0,4.0,126877696
2026-09-16T14:45:06.726694+00:00,grove-system,grove-operator-646f9c68-pfjvq,33.0,155189248
2026-09-16T14:45:06.726694+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:45:06.726694+00:00,kai-scheduler,binder-869fc94c7-dc7lv,1.0,67108864
2026-09-16T14:45:06.726694+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,3.0,60817408
2026-09-16T14:45:06.726694+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,16.0,123731968
2026-09-16T14:45:06.726694+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:45:06.726694+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:45:06.726694+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:45:06.726694+00:00,kube-system,coredns-8db54c48d-jsq8b,5.0,26214400
2026-09-16T14:45:06.726694+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,10.0,31457280
2026-09-16T14:45:06.726694+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:45:06.726694+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,6.0,39845888
2026-09-16T14:45:06.726694+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:45:06.726694+00:00,kube-system,traefik-9bcdbbd9-gmgcc,4.0,51380224
2026-09-16T14:45:06.726694+00:00,pyroscope,pyroscope-0,6.0,58720256
2026-09-16T14:45:06.726694+00:00,pyroscope,pyroscope-alloy-0,4.0,126877696
2026-09-16T14:45:12.964351+00:00,grove-system,grove-operator-646f9c68-pfjvq,32.0,153092096
2026-09-16T14:45:12.964351+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:45:12.964351+00:00,kai-scheduler,binder-869fc94c7-dc7lv,13.0,68157440
2026-09-16T14:45:12.964351+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,2.0,58720256
2026-09-16T14:45:12.964351+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,16.0,123731968
2026-09-16T14:45:12.964351+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:45:12.964351+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:45:12.964351+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:45:12.964351+00:00,kube-system,coredns-8db54c48d-jsq8b,3.0,27262976
2026-09-16T14:45:12.964351+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,22.0,32505856
2026-09-16T14:45:12.964351+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:45:12.964351+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,10.0,49283072
2026-09-16T14:45:12.964351+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:45:12.964351+00:00,kube-system,traefik-9bcdbbd9-gmgcc,3.0,50331648
2026-09-16T14:45:12.964351+00:00,pyroscope,pyroscope-0,5.0,59768832
2026-09-16T14:45:12.964351+00:00,pyroscope,pyroscope-alloy-0,11.0,131072000
2026-09-16T14:45:19.204281+00:00,grove-system,grove-operator-646f9c68-pfjvq,32.0,153092096
2026-09-16T14:45:19.204281+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:45:19.204281+00:00,kai-scheduler,binder-869fc94c7-dc7lv,13.0,68157440
2026-09-16T14:45:19.204281+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,2.0,58720256
2026-09-16T14:45:19.204281+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,16.0,123731968
2026-09-16T14:45:19.204281+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:45:19.204281+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:45:19.204281+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:45:19.204281+00:00,kube-system,coredns-8db54c48d-jsq8b,3.0,27262976
2026-09-16T14:45:19.204281+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,22.0,32505856
2026-09-16T14:45:19.204281+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:45:19.204281+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,10.0,49283072
2026-09-16T14:45:19.204281+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:45:19.204281+00:00,kube-system,traefik-9bcdbbd9-gmgcc,3.0,50331648
2026-09-16T14:45:19.204281+00:00,pyroscope,pyroscope-0,5.0,59768832
2026-09-16T14:45:19.204281+00:00,pyroscope,pyroscope-alloy-0,11.0,131072000
2026-09-16T14:45:25.444976+00:00,grove-system,grove-operator-646f9c68-pfjvq,32.0,153092096
2026-09-16T14:45:25.444976+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:45:25.444976+00:00,kai-scheduler,binder-869fc94c7-dc7lv,13.0,68157440
2026-09-16T14:45:25.444976+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,2.0,58720256
2026-09-16T14:45:25.444976+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,16.0,123731968
2026-09-16T14:45:25.444976+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:45:25.444976+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:45:25.444976+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:45:25.444976+00:00,kube-system,coredns-8db54c48d-jsq8b,3.0,27262976
2026-09-16T14:45:25.444976+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,22.0,32505856
2026-09-16T14:45:25.444976+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:45:25.444976+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,10.0,49283072
2026-09-16T14:45:25.444976+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:45:25.444976+00:00,kube-system,traefik-9bcdbbd9-gmgcc,3.0,50331648
2026-09-16T14:45:25.444976+00:00,pyroscope,pyroscope-0,5.0,59768832
2026-09-16T14:45:25.444976+00:00,pyroscope,pyroscope-alloy-0,11.0,131072000
2026-09-16T14:45:31.684123+00:00,grove-system,grove-operator-646f9c68-pfjvq,26.0,152043520
2026-09-16T14:45:31.684123+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:45:31.684123+00:00,kai-scheduler,binder-869fc94c7-dc7lv,32.0,67108864
2026-09-16T14:45:31.684123+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,1.0,58720256
2026-09-16T14:45:31.684123+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,25.0,128974848
2026-09-16T14:45:31.684123+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:45:31.684123+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:45:31.684123+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:45:31.684123+00:00,kube-system,coredns-8db54c48d-jsq8b,4.0,25165824
2026-09-16T14:45:31.684123+00:00,kube-system,kwok-controller-5cf8c7c44b-x7xbp,56.0,32505856
2026-09-16T14:45:31.684123+00:00,kube-system,local-path-provisioner-5d9d9885bc-vskmj,1.0,15728640
2026-09-16T14:45:31.684123+00:00,kube-system,metrics-server-75dc6f8d87-8nrhd,22.0,52428800
2026-09-16T14:45:31.684123+00:00,kube-system,svclb-traefik-7411b517-6x8cv,0.0,0
2026-09-16T14:45:31.684123+00:00,kube-system,traefik-9bcdbbd9-gmgcc,4.0,50331648
2026-09-16T14:45:31.684123+00:00,pyroscope,pyroscope-0,5.0,59768832
2026-09-16T14:45:31.684123+00:00,pyroscope,pyroscope-alloy-0,34.0,133169152
2026-09-16T14:45:37.924353+00:00,grove-system,grove-operator-646f9c68-pfjvq,26.0,152043520
2026-09-16T14:45:37.924353+00:00,kai-scheduler,admission-86666f457d-sk7lz,1.0,15728640
2026-09-16T14:45:37.924353+00:00,kai-scheduler,binder-869fc94c7-dc7lv,32.0,67108864
2026-09-16T14:45:37.924353+00:00,kai-scheduler,kai-operator-69b5d7bcf7-qxvz5,1.0,58720256
2026-09-16T14:45:37.924353+00:00,kai-scheduler,kai-scheduler-default-7f5cd888f7-lh8cb,25.0,128974848
2026-09-16T14:45:37.924353+00:00,kai-scheduler,pod-grouper-65456f756-4l2jm,1.0,11534336
2026-09-16T14:45:37.924353+00:00,kai-scheduler,podgroup-controller-68f9cc8dbf-2qvq4,1.0,11534336
2026-09-16T14:45:37.924353+00:00,kai-scheduler,queue-controller-f86fcd76c-gllp2,1.0,13631488
2026-09-16T14:45:37.924353+00:00,kube-system,coredns-8db54c48d-jsq8b,4.0,25165824
